DepMap_ID,stripped_cell_line_name,CCLE_Name,Alias,COSMICID,sex,source,Achilles_n_replicates,cell_line_NNMD,culture_type,culture_medium,cas9_activity,RRID,sample_collection_site,primary_or_metastasis,primary_disease,Subtype,age,Sanger_Model_ID,depmap_public_comments,lineage,lineage_subtype,lineage_sub_subtype,lineage_molecular_subtype
ACH-000369,MOLM16,MOLM16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1330948.0,Female,DSMZ,,,,,,CVCL_2120,haematopoietic_and_lymphoid_tissue,,Leukemia,Acute Myelogenous Leukemia (AML),77,SIDM00435,,blood,AML,,
ACH-000370,SNU626,SNU626_CENTRAL_NERVOUS_SYSTEM,,,Male,KCLB,1.0,-1.6035343999999998,Adherent,RPMI + 10% FBS,45.6,CVCL_5080,central_nervous_system,,Brain Cancer,Glioblastoma,65,,,central_nervous_system,glioma,glioblastoma,
ACH-000371,RL,RL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,910861.0,Male,ATCC,2.0,-3.8960333,,RPMI + 20% FBS,27,CVCL_1660,ascites,,Lymphoma,"B-cell, Non-Hodgkins",52,SIDM01089,,lymphocyte,non_hodgkin_lymphoma,b_cell,
ACH-000372,P12ICHIKAWA,P12ICHIKAWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,909251.0,Male,DSMZ,,,,,,CVCL_1630,haematopoietic_and_lymphoid_tissue,,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",7,SIDM00463,,blood,ALL,t_cell,
ACH-000373,SKM1,SKM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,909722.0,Male,HSRRB,0.0,-0.3374198,Suspension,RPMI + 20% FBS,good,CVCL_0098,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,Acute Myelogenous Leukemia (AML),76,SIDM00380,,blood,AML,,
ACH-000374,HCC1143,HCC1143_BREAST,,749710.0,Female,ATCC,2.0,-3.4899515,Adherent,RPMI + 10% FBS,16,CVCL_1245,breast,Primary,Breast Cancer,Breast Ductal Carcinoma,52,SIDM00866,,breast,breast_ductal_carcinoma,ERneg_HER2neg,basal_A
ACH-000375,G402,G402_SOFT_TISSUE,,907298.0,Female,ATCC,2.0,-3.281018,Adherent,McCoy's 5A + 10% FBS,18.9,CVCL_1221,kidney,Primary,Kidney Cancer,Renal Leiomyoblastoma,0.75,SIDM00855,,soft_tissue,malignant_rhabdoid_tumor,renal_leiomyoblastoma,
ACH-000376,SF295,SF295_CENTRAL_NERVOUS_SYSTEM,,905985.0,Female,NCI/DCTD,2.0,-5.9040928,Adherent,RPMI + 10% FBS,20.9,CVCL_1690,central_nervous_system,Primary,Brain Cancer,Glioblastoma,67,SIDM00084,,central_nervous_system,glioma,glioblastoma,
ACH-000377,SNU478,SNU478_BILIARY_TRACT,,,Unknown,KCLB,2.0,-3.5025779000000004,Adherent,RPMI + 10% heat inactivated FBS + 300mg/l L-glutamine + 25mM HEPES + 25mM Sodium bicarbonate,19.6,CVCL_5065,biliary_tract,,Bile Duct Cancer,"Cholangiocarcinoma, extrahepatic",,SIDM00160,,bile_duct,cholangiocarcinoma,extrahepatic,
ACH-000378,NCIH647,NCIH647_LUNG,,1240191.0,Male,ATCC,2.0,-3.1021542999999996,Adherent,RPMI + 10% FBS,11,CVCL_1574,pleural_effusion,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenosquamous Carcinoma",56,SIDM01125,,lung,NSCLC,NSCLC_adenosquamous,
ACH-000379,NCIH1781,NCIH1781_LUNG,,1298350.0,Female,ATCC,,,,,,CVCL_1494,pleural_effusion,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",66,SIDM00754,,lung,NSCLC,NSCLC_adenocarcinoma,
ACH-000380,KMS12BM,KMS12BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,907281.0,Female,DSMZ,0.0,-0.1956101,Suspension,RPMI + 20% FBS,2.8,CVCL_1334,bone_marrow,Primary,Myeloma,Multiple Myeloma,64,SIDM01020,,plasma_cell,multiple_myeloma,,
ACH-000381,T84,T84_LARGE_INTESTINE,,909761.0,Male,ATCC,3.0,-3.6432114,Adherent,DMEM:F12(1:1) + 5% FBS + 2mM Glutamine,19.7,CVCL_0555,lung,Metastasis,Colon/Colorectal Cancer,Adenocarcinoma,72,SIDM00782,,colorectal,colorectal_adenocarcinoma,,
ACH-000382,CORL24,CORL24_LUNG,,,Male,ECACC,,,,,,CVCL_2409,lymph_node,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),71,,,lung,SCLC,,
ACH-000383,OE33,OE33_OESOPHAGUS,,910549.0,Female,HPACC,2.0,-3.5074226000000004,Adherent,RPMI + 10% FBS,10.4,CVCL_0471,oesophagus,Primary,Esophageal Cancer,Adenocarcinoma,73,SIDM00477,,esophagus,esophagus_adenocarcinoma,,
ACH-000384,SW780,SW780_URINARY_TRACT,,687457.0,Female,ATCC,,,,,,CVCL_1728,urinary_tract,Primary,Bladder Cancer,Transitional Cell Carcinoma,80,SIDM01160,,urinary_tract,bladder_carcinoma,bladder_transitional_cell,
ACH-000385,SKRC20,SKRC20_KIDNEY,,,Unknown,Academic lab,2.0,-3.1305906,Adherent,RPMI + 10% FBS + 0.1mM NEAA,17.7,CVCL_V605,kidney,,Kidney Cancer,Renal Cell Carcinoma,,,,kidney,renal_cell_carcinoma,,
ACH-000386,KG1,KG1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,907278.0,Male,ATCC,,,,,,CVCL_0374,bone_marrow,Primary,Leukemia,Acute Myelogenous Leukemia (AML),59,SIDM00785,,blood,AML,,
ACH-000387,TF1,TF1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,ATCC,3.0,-4.468284099999999,Suspension,RPMI + 10% FBS + 2ng/ml GM-CSF,good,CVCL_0559,bone_marrow,,Leukemia,Acute Myelogenous Leukemia (AML),35,,,blood,AML,,
ACH-000388,NUDHL1,NUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,DSMZ,,,,,,CVCL_1876,lymph_node,Metastasis,Lymphoma,Diffuse Large B-cell Lymphoma (DLBCL),73,,,lymphocyte,non_hodgkin_lymphoma,DLBCL,
ACH-000389,H4,H4_CENTRAL_NERVOUS_SYSTEM,,907042.0,Male,ATCC,2.0,-2.4427397,Adherent,RPMI + 10% FBS,27.1,CVCL_1239,central_nervous_system,Primary,Brain Cancer,Glioma,37,SIDM00852,,central_nervous_system,glioma,,
ACH-000390,LUDLU1,LUDLU1_LUNG,,,Male,ECACC,2.0,-3.9819748,Adherent,RPMI + 10% FBS,13.2,CVCL_2582,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",72,,,lung,NSCLC,NSCLC_squamous,
ACH-000391,MHHES1,MHHES1_BONE,,908134.0,Male,DSMZ,2.0,-2.911459,Adherent,RPMI + 10% FBS,38.6,CVCL_1411,ascites,Metastasis,Bone Cancer,Ewings Sarcoma,12,SIDM00386,,bone,Ewing_sarcoma,,EWS_FLI
ACH-000392,CALU3,CALU3_LUNG,,687777.0,Male,ATCC,,,,,,CVCL_0609,pleural_effusion,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",25,SIDM00922,,lung,NSCLC,NSCLC_adenocarcinoma,
ACH-000393,HLF,HLF_LIVER,,,Male,HSRRB,2.0,-3.8134288,Adherent,MEM + 10% FBS,NO VALUES 8.16.16,CVCL_2947,liver,Primary,Liver Cancer,Hepatocellular Carcinoma,69,SIDM00065,,liver,hepatocellular_carcinoma,,
ACH-000394,NCIH2081,NCIH2081_LUNG,,908480.0,Female,ATCC,,,,,,CVCL_1522,pleural_effusion,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),59,SIDM00710,,lung,SCLC,,
ACH-000395,NCIH520,NCIH520_LUNG,,908443.0,Male,ATCC,3.0,-2.7773459,Adherent,RPMI + 10% FBS,13.4,CVCL_1566,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",,SIDM01130,,lung,NSCLC,NSCLC_squamous,
ACH-000396,J82,J82_URINARY_TRACT,,753566.0,Male,ATCC,0.0,-1.4486609,Adherent,MEM + 10% FBS,27.2,CVCL_0359,urinary_tract,Primary,Bladder Cancer,Transitional Cell Carcinoma,58,SIDM00693,,urinary_tract,bladder_carcinoma,bladder_transitional_cell,
ACH-000397,TEN,TEN_ENDOMETRIUM,,,Female,RIKEN,2.0,-4.405148400000001,Adherent,MEM + 10% FBS,18.8,CVCL_E063,endometrium,Primary,Endometrial/Uterine Cancer,Clear Cell Carcinoma,74,,,uterus,clear_cell_carcinoma,,
ACH-000398,RI1,RI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Female,DSMZ,,,,,,CVCL_1885,haematopoietic_and_lymphoid_tissue,,Lymphoma,"B-cell, Non-Hodgkins",57,,,lymphocyte,non_hodgkin_lymphoma,b_cell,
ACH-000399,NCIH2196,NCIH2196_LUNG,,908481.0,Male,ATCC,,,,,,CVCL_1539,bone_marrow,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),67,SIDM00731,,lung,SCLC,,
ACH-000400,SKCO1,SKCO1_LARGE_INTESTINE,,909718.0,Male,ATCC,,,,,,CVCL_0626,ascites,Metastasis,Colon/Colorectal Cancer,Adenocarcinoma,65,SIDM01096,,colorectal,colorectal_adenocarcinoma,,
ACH-000401,COLO800,COLO800_SKIN,,906813.0,Male,ATCC,2.0,-3.5626172999999994,Adherent,RPMI + 10% FBS,23.2,CVCL_1135,skin,Metastasis,Skin Cancer,Melanoma,14,SIDM00515,,skin,melanoma,,
ACH-000402,BL70,BL70_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,DSMZ,1.0,-2.1778516,Suspension,RPMI + 10% FBS + 1mM Sodium pyruvate + 50uM 2-Mercaptoethanol,62.7,CVCL_1088,haematopoietic_and_lymphoid_tissue,,Lymphoma,"B-cell, Non-Hodgkins, Burkitts",16,SIDM00074,,lymphocyte,non_hodgkin_lymphoma,b_cell_burkitt,
ACH-000403,NCIH747,NCIH747_LARGE_INTESTINE,,908457.0,Male,ATCC,3.0,-3.4512135,Adherent,RPMI + 10% FBS,15.4,CVCL_1587,large_intestine,Metastasis,Colon/Colorectal Cancer,Adenocarcinoma,69,SIDM00778,,colorectal,colorectal_adenocarcinoma,,
ACH-000404,K029AX,K029AX_SKIN,,,Unknown,Academic lab,1.0,-2.8617846,Adherent,RPMI + 10% FBS,55.2,CVCL_8784,skin,Primary,Skin Cancer,Melanoma,,,,skin,melanoma,,
ACH-000405,MEC1,MEC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,DSMZ,2.0,-4.4124392,Suspension,IMDM + 10% FBS,42.5,CVCL_1870,haematopoietic_and_lymphoid_tissue,,Leukemia,"Chronic Lymphoblastic Leukemia (CLL), B-cell",61,SIDM00001,,blood,CLL,b_cell,
ACH-000406,U937,U937_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,ATCC,3.0,-6.2671636,Suspension,RPMI + 10% FBS,23.9,CVCL_0007,pleural_effusion,Metastasis,Leukemia,Acute Myelogenous Leukemia (AML),37,SIDM01195,,blood,AML,,
ACH-000407,SNU685,SNU685_ENDOMETRIUM,,,Female,KCLB,2.0,-4.175125100000001,Adherent,RPMI + 10% FBS,15.9,CVCL_5083,endometrium,Primary,Endometrial/Uterine Cancer,Malignant Mixed Mullerian Tumor (MMMT),70,SIDM00165,,uterus,MMMT,,
ACH-000408,TE5,TE5_OESOPHAGUS,,735784.0,Female,RIKEN,2.0,-2.5163072,Adherent,RPMI + 10% FBS,35.9,CVCL_1764,oesophagus,,Esophageal Cancer,Squamous Cell Carcinoma,73,SIDM00347,,esophagus,esophagus_squamous,,
ACH-000409,OVSAHO,OVSAHO_OVARY,,,Female,HSRRB,,,,,,CVCL_3114,abdomen,Metastasis,Ovarian Cancer,"Adenocarcinoma, high grade serous",56,,,ovary,ovary_adenocarcinoma,high_grade_serous,
ACH-000410,SAOS2,SAOS2_BONE,,909707.0,Female,ATCC,2.0,-5.258975,Adherent,McCoy's 5A + 15% FBS,40,CVCL_0548,bone,Primary,Bone Cancer,Osteosarcoma,11,SIDM01084,,bone,osteosarcoma,,
ACH-000411,769P,769P_KIDNEY,,910922.0,Female,ATCC,2.0,-3.2557886000000003,Adherent,RPMI + 10% FBS,16.7,CVCL_1050,kidney,Primary,Kidney Cancer,"Renal Carcinoma, clear cell",63,SIDM00803,,kidney,renal_cell_carcinoma,clear_cell,
ACH-000412,SNU1197,SNU1197_LARGE_INTESTINE,,,Male,KCLB,,,,,,CVCL_5016,Colon,Primary,Colon/Colorectal Cancer,Adenocarcinoma,70,SIDM00171,,colorectal,colorectal_adenocarcinoma,,
ACH-000413,HS739T,HS739T_FIBROBLAST,,,Female,,,,,,,CVCL_0882,fibroblast,,Fibroblast,Breast,52,,,fibroblast,fibroblast_breast,,
ACH-000414,NCIH1944,NCIH1944_LUNG,,1240185.0,Female,ATCC,4.0,-3.5871881,Adherent,RPMI + 10% FBS,37.5,CVCL_1508,soft_tissue,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",62,SIDM00762,,lung,NSCLC,NSCLC_adenocarcinoma,
ACH-000415,BICR6,BICR6_UPPER_AERODIGESTIVE_TRACT,,,Male,ECACC,2.0,-3.8953808,Adherent,DMEM + 10% FBS,10.6,CVCL_2314,upper_aerodigestive_tract,Primary,Head and Neck Cancer,"Squamous Cell Carcinoma, oral",,,,upper_aerodigestive,upper_aerodigestive_squamous,oral,
ACH-000416,NCIH838,NCIH838_LUNG,,910399.0,Male,ATCC,2.0,-5.418705999999999,Adherent,RPMI + 10% FBS,15.2,CVCL_1594,lymph_node,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",59,SIDM01150,,lung,NSCLC,NSCLC_adenocarcinoma,
ACH-000417,PANC0813,PANC0813_PANCREAS,,925347.0,Male,ATCC,2.0,-4.2287608,Adherent,RPMI + 15% FBS + 2mM Glutamine + 1mM Sodium pyruvate + 60ug/ml Insulin + 10mM HEPES + 1.5g/l Sodium bicarbonate + 4.5g/l Glucose,13,CVCL_1638,pancreas,Primary,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",85,SIDM01136,,pancreas,exocrine,exocrine_adenocarcinoma,
ACH-000418,SW1353,SW1353_BONE,,,Female,ATCC,,,,,,CVCL_0543,bone,Primary,Bone Cancer,Chondrosarcoma,72,,,bone,chondrosarcoma,,
ACH-000419,KMS28BM,KMS28BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Female,HSRRB,,,,,,CVCL_2994,haematopoietic_and_lymphoid_tissue,Primary,Myeloma,Multiple Myeloma,77,,,plasma_cell,multiple_myeloma,,
ACH-000420,SNU449,SNU449_LIVER,,909738.0,Male,ATCC,2.0,-3.5925321000000006,Adherent,RPMI + 10% FBS,10.8,CVCL_0454,liver,Primary,Liver Cancer,Hepatocellular Carcinoma,52,SIDM01194,,liver,hepatocellular_carcinoma,,
ACH-000421,SW837,SW837_LARGE_INTESTINE,,909755.0,Male,ATCC,3.0,-4.6874199999999995,Adherent,RPMI + 10% FBS,9.9,CVCL_1729,large_intestine,Primary,Colon/Colorectal Cancer,Adenocarcinoma,53,SIDM00833,,colorectal,colorectal_adenocarcinoma,,
ACH-000422,SNU475,SNU475_LIVER,,909739.0,Male,ATCC,2.0,-4.7705364,Adherent,RPMI + 10% FBS,11.8,CVCL_0497,liver,Primary,Liver Cancer,Hepatocellular Carcinoma,43,SIDM01196,,liver,hepatocellular_carcinoma,,
ACH-000423,SKMEL3,SKMEL3_SKIN,,909724.0,Female,ATCC,,,,,,CVCL_0550,lymph_node,Metastasis,Skin Cancer,Melanoma,42,SIDM01105,,skin,melanoma,,
ACH-000424,TC71,TC71_BONE,,1240221.0,Male,DSMZ,2.0,-2.4050069,Adherent,IMDM + 10% FBS,42.6,CVCL_2213,bone,Primary,Bone Cancer,Ewings Sarcoma,22,SIDM00419,,bone,Ewing_sarcoma,,
ACH-000425,UACC62,UACC62_SKIN,,905976.0,Unknown,NCI/DCTD,2.0,-4.4701667,Adherent,RPMI + 10% FBS,26.9,CVCL_1780,skin,,Skin Cancer,Melanoma,,SIDM00107,,skin,melanoma,,
ACH-000426,KMS20,KMS20_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Female,HSRRB,2.0,-2.6563212000000003,Suspension,RPMI + 10% FBS,55.4,CVCL_2990,bone_marrow,Primary,Myeloma,Multiple Myeloma,65,,,plasma_cell,multiple_myeloma,,
ACH-000427,NCIN87,NCIN87_STOMACH,,908461.0,Male,ATCC,2.0,-1.9007471999999999,Adherent,RPMI + 10% FBS,49.2,CVCL_1603,liver,Metastasis,Gastric Cancer,"Adenocarcinoma, tubular",,SIDM01147,,gastric,gastric_adenocarcinoma,tubular,
ACH-000428,UO31,UO31_KIDNEY,,905981.0,Unknown,Academic lab,,,,,,CVCL_1911,kidney,,Kidney Cancer,Renal Cell Carcinoma,,SIDM00112,,kidney,renal_cell_carcinoma,,
ACH-000429,A704,A704_KIDNEY,,910920.0,Male,ATCC,,,,,,CVCL_1065,kidney,Primary,Kidney Cancer,Renal Cell Carcinoma,78,SIDM00849,,kidney,renal_cell_carcinoma,,
ACH-000430,TYKNU,TYKNU_OVARY,,909774.0,Female,HSRRB,,,,,,CVCL_1776,ovary,Primary,Ovarian Cancer,"Adenocarcinoma, high grade serous",,SIDM00321,,ovary,ovary_adenocarcinoma,high_grade_serous,
ACH-000431,NCIH1694,NCIH1694_LUNG,,688006.0,Male,ATCC,2.0,-4.205856099999999,Suspension,F12 + 10% FBS,17,CVCL_1489,ascites,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),61,SIDM00741,,lung,SCLC,,
ACH-000432,BV173,BV173_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,910710.0,Male,DSMZ,,,,,,CVCL_0181,haematopoietic_and_lymphoid_tissue,,Leukemia,"Chronic Myelogenous Leukemia (CML), blast crisis",45,SIDM00962,,blood,CML,blast_crisis,
ACH-000433,CAKI1,CAKI1_KIDNEY,,905963.0,Male,ATCC,2.0,-2.7199816,Adherent,McCoy's 5A + 10% FBS,49.5,CVCL_0234,skin,Metastasis,Kidney Cancer,"Renal Carcinoma, clear cell",49,SIDM00941,,kidney,renal_cell_carcinoma,clear_cell,
ACH-000434,NCIH1915,NCIH1915_LUNG,,1240184.0,Female,ATCC,2.0,-3.3722633,Adherent,RPMI + 10% FBS,14.4,CVCL_1505,central_nervous_system,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",61,SIDM00763,,lung,NSCLC,NSCLC_large_cell,
ACH-000435,EFE184,EFE184_ENDOMETRIUM,,,Female,DSMZ,1.0,-1.4857532,Adherent,RPMI + 10% FBS,17.8,CVCL_1191,ascites,Metastasis,Endometrial/Uterine Cancer,Endometrial Adenocarcinoma,69,,,uterus,endometrial_adenocarcinoma,,
ACH-000436,OCIMY7,OCIMY7_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCI-MY7,,Unknown,Academic lab,2.0,-2.7401782000000003,Suspension,RPMI + 10% FBS,17.5,CVCL_E333,haematopoietic_and_lymphoid_tissue,,Myeloma,Multiple Myeloma,,,,plasma_cell,multiple_myeloma,,
ACH-000437,SW1088,SW1088_CENTRAL_NERVOUS_SYSTEM,,909745.0,Male,ATCC,2.0,-4.8356539000000005,Adherent,RPMI + 10% FBS,24.9,CVCL_1715,central_nervous_system,Primary,Brain Cancer,Astrocytoma,72,SIDM01155,,central_nervous_system,glioma,astrocytoma,
ACH-000438,LU65,LU65_LUNG,,724863.0,Male,JCRB,2.0,-3.5186703,Suspension,RPMI + 20% FBS,11,CVCL_1392,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",64,SIDM00547,,lung,NSCLC,NSCLC_large_cell,
ACH-000439,ME1,ME1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1330942.0,Male,DSMZ,,,,,,CVCL_2110,haematopoietic_and_lymphoid_tissue,,Leukemia,"Acute Myelogenous Leukemia (AML), M4 (Myelomonocytic)",40,SIDM00338,,blood,AML,M4,
ACH-000440,CA46,CA46_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,910703.0,Male,ATCC,,,,,,CVCL_1101,ascites,,Lymphoma,"B-cell, Non-Hodgkins, Burkitts",,SIDM00907,,lymphocyte,non_hodgkin_lymphoma,b_cell_burkitt,
ACH-000441,SH4,SH4_SKIN,,909713.0,Female,ATCC,2.0,-4.1174265,Adherent,DMEM + 10% FBS,52.6,CVCL_1692,pleural_effusion,Metastasis,Skin Cancer,Melanoma,60,SIDM01079,,skin,melanoma,,
ACH-000442,RERFLCSQ1,RERFLCSQ1_LUNG,,1298538.0,Female,HSRRB,,,,,,CVCL_1656,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",74,SIDM00354,,lung,NSCLC,NSCLC_squamous,
ACH-000443,OVKATE,OVKATE_OVARY,,1240199.0,Female,HSRRB,,,,,,CVCL_3110,ovary,Primary,Ovarian Cancer,"Adenocarcinoma, high grade serous",40,SIDM00466,,ovary,ovary_adenocarcinoma,high_grade_serous,
ACH-000444,LU99,LU99_LUNG,,,Male,HSRRB,2.0,-4.4532083,Adherent,RPMI + 10% FBS,43,CVCL_3015,pleura,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",63,SIDM00546,,lung,NSCLC,NSCLC_large_cell,
ACH-000445,KNS60,KNS60_CENTRAL_NERVOUS_SYSTEM,,,Male,HSRRB,1.0,-3.7245182,Adherent,DMEM + 5% FBS,28.8,CVCL_2798,central_nervous_system,Primary,Brain Cancer,Glioblastoma,55,,,central_nervous_system,glioma,glioblastoma,
ACH-000446,KPNSI9S,KPNSI9S_AUTONOMIC_GANGLIA,,,Male,HSRRB,0.0,-1.0275959000000001,Adherent,RPMI + 10% FBS,46,CVCL_1340,autonomic_ganglia,Metastasis,Neuroblastoma,,,,,peripheral_nervous_system,neuroblastoma,,
ACH-000447,NCIH2228,NCIH2228_LUNG,,687816.0,Female,ATCC,,,,,,CVCL_1543,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",,SIDM00729,,lung,NSCLC,NSCLC_adenocarcinoma,
ACH-000448,NCIH1666,NCIH1666_LUNG,,908473.0,Female,ATCC,2.0,-4.0191915,Mixed adherent and suspension,ACL4,5.8,CVCL_1485,pleural_effusion,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",50,SIDM00743,,lung,NSCLC,NSCLC_adenocarcinoma,
ACH-000449,MESSA,MESSA_SOFT_TISSUE,,908127.0,Female,ATCC,,,,,,CVCL_1404,endometrium,Primary,Sarcoma,Uterine Sarcoma,56,SIDM00625,,soft_tissue,uterine_sarcoma,,
ACH-000450,MELHO,MELHO_SKIN,,908124.0,Female,DSMZ,2.0,-3.0037106,Adherent,RPMI + 10% FBS,41.4,CVCL_1402,skin,Primary,Skin Cancer,Melanoma,,SIDM00337,,skin,melanoma,,
ACH-000451,NCIH2085,NCIH2085_LUNG,,687812.0,Male,ATCC,,,,,,CVCL_1523,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",45,SIDM00709,,lung,NSCLC,NSCLC_adenocarcinoma,
ACH-000452,TE8,TE8_OESOPHAGUS,,753623.0,Male,RIKEN,2.0,-5.568965,Adherent,RPMI + 10% FBS,28.5,CVCL_1766,oesophagus,,Esophageal Cancer,Squamous Cell Carcinoma,,SIDM00326,,esophagus,esophagus_squamous,,
ACH-000453,MOLP2,MOLP2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,DSMZ,,,,,,CVCL_2123,haematopoietic_and_lymphoid_tissue,Primary,Myeloma,Multiple Myeloma,55,,,plasma_cell,multiple_myeloma,,
ACH-000454,HCC95,HCC95_LUNG,,,Male,KCLB,2.0,-2.9853455,Adherent,RPMI + 10% FBS,13.3,CVCL_5137,pleural_effusion,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",65,,,lung,NSCLC,NSCLC_squamous,
ACH-000455,LN428,LN428_CENTRAL_NERVOUS_SYSTEM,,,Male,Academic lab,2.0,-5.8979279,Adherent,DMEM + 10% FBS,13.6,CVCL_3959,central_nervous_system,,Brain Cancer,Glioblastoma,,,,central_nervous_system,glioma,glioblastoma,
ACH-000456,BCPAP,BCPAP_THYROID,,924104.0,Female,DSMZ,,,,,,CVCL_0153,thyroid,Primary,Thyroid Cancer,"Carcinoma, papillary",76,SIDM00992,,thyroid,thyroid_carcinoma,papillary,
ACH-000457,CAL54,CAL54_KIDNEY,,910952.0,Male,DSMZ,,,,,,CVCL_1111,pleural_effusion,Metastasis,Kidney Cancer,Renal Cell Carcinoma,75,SIDM00932,,kidney,renal_cell_carcinoma,,
ACH-000458,CJM,CJM_SKIN,,,Unknown,RIKEN,2.0,-3.7569529000000004,Adherent,F12 + 10% FBS,10.7,CVCL_U797,skin,Metastasis,Skin Cancer,Melanoma,,,,skin,melanoma,,
ACH-000459,TUHR10TKB,TUHR10TKB_KIDNEY,,,Male,RIKEN,2.0,-1.6091191999999999,Adherent,RPMI + 10% FBS,54.8,CVCL_5952,kidney,Primary,Kidney Cancer,Renal Cell Carcinoma,69,,,kidney,renal_cell_carcinoma,,
ACH-000460,SNU8,SNU8_OVARY,,,Female,KCLB,3.0,-4.7050336999999995,Adherent,RPMI + 10% FBS,13.1,CVCL_5096,ascites,Metastasis,Ovarian Cancer,"Adenocarcinoma, high grade serous",55,,,ovary,ovary_adenocarcinoma,high_grade_serous,
ACH-000461,SNU1196,SNU1196_BILIARY_TRACT,,,Unknown,KCLB,1.0,-3.4507862,Adherent,RPMI + 10% heat inactivated FBS + 300mg/L L-glutamine + 25mM HEPES + 25mM Sodium bicarbonate,17.1,CVCL_5015,biliary_tract,,Bile Duct Cancer,"Cholangiocarcinoma, extrahepatic",,SIDM00163,,bile_duct,cholangiocarcinoma,extrahepatic,
ACH-000462,NALM1,NALM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Female,DSMZ,0.0,-2.8081762,Suspension,RPMI + 20% FBS,22.4,CVCL_0091,haematopoietic_and_lymphoid_tissue,,Leukemia,"Chronic Myelogenous Leukemia (CML), blast crisis",3,,,blood,CML,blast_crisis,
ACH-000463,NCIH460,NCIH460_LUNG,,905943.0,Male,ATCC,2.0,-3.1795897,Adherent,RPMI + 10% FBS,16.9,CVCL_0459,pleural_effusion,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",,SIDM00144,,lung,NSCLC,NSCLC_large_cell,
ACH-000464,CAS1,CAS1_CENTRAL_NERVOUS_SYSTEM,,910943.0,Male,ICLC,2.0,-3.5123925000000003,Adherent,DMEM + 10% FBS,42.9,CVCL_1117,central_nervous_system,Primary,Brain Cancer,Glioblastoma,63,SIDM00212,,central_nervous_system,glioma,glioblastoma,
ACH-000465,SKMEL1,SKMEL1_SKIN,,909723.0,Male,ATCC,,,,,,CVCL_0068,haematopoietic_and_lymphoid_tissue,Metastasis,Skin Cancer,Melanoma,29,SIDM01107,,skin,melanoma,,
